Age,Height,Weight,Sex,Year,Season,City,Sport,Medal,AOS,AOE
27,182,76,M,1956,Summer,Lillehammer,Speed Skating,Thanks,1,1
24,178,70,F,2004,Summer,Rio de Janeiro,Shooting,Thanks,1,1
24,183,89,M,1988,Summer,Sochi,Swimming,Thanks,1,1
11,171,44,M,1988,Summer,Paris,Figure Skating,Thanks,1,1
18,176,87,M,2016,Summer,Atlanta,Swimming,Thanks,1,2
23,169,67,F,2004,Winter,Lillehammer,Softball,Thanks,1,1
20,189,55,M,1988,Summer,Albertville,Athletics,Thanks,1,1
22,178,67,M,1988,Summer,Lake Placid,Shooting,Thanks,1,3
25,191,84,M,1948,Summer,Antwerpen,Badminton,Thanks,1,2
19,173,82,M,1948,Summer,London,Short Track Speed Skating,Thanks,1,1
25,177,74,M,1992,Summer,London,Cycling,Gold,1,2
18,151,40,M,1956,Summer,Lillehammer,Figure Skating,Thanks,1,2
35,177,81,M,1992,Summer,Barcelona,Boxing,Thanks,1,2
26,197,100,M,2008,Summer,Sydney,Bobsleigh,Thanks,1,2
39,177,94,M,2004,Summer,Antwerpen,Sailing,Thanks,1,2
28,178,81,M,1976,Summer,Montreal,Swimming,Thanks,1,1
24,182,75,M,1996,Winter,Lillehammer,Volleyball,Thanks,1,1
32,183,96,M,1972,Winter,Stockholm,Badminton,Gold,1,9
28,187,69,M,1996,Summer,Atlanta,Rowing,Thanks,1,1
24,165,66,M,1992,Summer,Salt Lake City,Hockey,Thanks,1,1
22,171,47,F,2008,Summer,Lillehammer,Athletics,Thanks,1,2
30,183,87,M,1996,Summer,Atlanta,Football,Thanks,1,2
30,178,60,F,2000,Summer,Sydney,Handball,Thanks,1,2
30,172,72,F,1972,Summer,London,Boxing,Thanks,1,2
26,174,72,F,2016,Summer,Los Angeles,Judo,Thanks,1,1
30,184,98,M,1984,Summer,London,Ice Hockey,Thanks,1,1
27,169,75,M,1998,Summer,Sochi,Swimming,Thanks,1,1
21,180,71,M,1988,Summer,Seoul,Athletics,Thanks,1,2
19,172,48,M,1992,Summer,Seoul,Football,Thanks,1,1
30,197,84,M,1896,Winter,London,Athletics,Thanks,1,1
37,167,55,F,2012,Winter,London,Athletics,Silver,1,1
26,173,95,F,1904,Summer,Rio de Janeiro,Synchronized Swimming,Thanks,1,1
19,167,68,M,1992,Winter,Athina,Athletics,Thanks,1,2
23,174,59,M,2008,Summer,Beijing,Volleyball,Thanks,1,1
28,173,88,F,1988,Summer,Barcelona,Ice Hockey,Thanks,1,2
28,182,78,M,2012,Summer,London,Weightlifting,Thanks,1,1
27,166,64,F,2012,Winter,London,Biathlon,Thanks,1,1
27,168,68,M,1952,Summer,Barcelona,Shooting,Thanks,1,2
26,166,57,M,1972,Winter,Vancouver,Figure Skating,Thanks,1,1
21,175,65,F,2000,Summer,Stockholm,Athletics,Thanks,1,1
23,191,87,M,2016,Summer,London,Athletics,Thanks,1,2
45,194,87,M,2008,Summer,Sydney,Handball,Thanks,1,1
26,190,92,M,1968,Summer,Rio de Janeiro,Fencing,Thanks,1,2
29,177,71,M,2016,Summer,London,Shooting,Thanks,1,1
23,177,63,M,2012,Winter,Grenoble,Athletics,Thanks,1,2
26,181,84,M,1992,Summer,Barcelona,Gymnastics,Thanks,1,1
18,161,57,M,1994,Winter,Athina,Short Track Speed Skating,Thanks,1,1
22,185,83,M,1988,Summer,Barcelona,Football,Thanks,1,1
26,182,85,M,1952,Summer,Rio de Janeiro,Rugby Sevens,Thanks,1,2
35,181,73,M,2006,Summer,Calgary,Athletics,Thanks,1,1
27,191,87,M,1972,Summer,Stockholm,Ice Hockey,Thanks,1,1
29,165,37,F,1988,Summer,Innsbruck,Boxing,Thanks,1,2
19,183,80,M,2008,Summer,London,Lacrosse,Thanks,1,1
28,177,61,M,2004,Summer,Stockholm,Rowing,Thanks,1,1
29,187,80,M,1904,Summer,Seoul,Football,Thanks,1,1
25,183,74,F,2012,Winter,London,Athletics,Thanks,1,4
22,185,86,M,2012,Winter,London,Luge,Thanks,1,9
27,173,65,M,1896,Summer,Paris,Football,Thanks,1,2
30,177,70,M,1988,Summer,Sydney,Football,Thanks,1,1
20,172,61,M,1996,Summer,Moskva,Athletics,Thanks,1,2
29,158,53,F,1968,Summer,Mexico City,Equestrianism,Thanks,1,1
26,171,54,M,2004,Summer,Innsbruck,Athletics,Thanks,1,2
28,171,54,F,2016,Summer,Mexico City,Football,Thanks,1,1
25,173,73,M,1992,Summer,London,Hockey,Thanks,1,1
24,164,53,M,2004,Summer,Athina,Athletics,Thanks,1,1
26,179,68,M,2008,Summer,Sydney,Football,Thanks,1,1
26,178,61,F,1984,Winter,St. Louis,Athletics,Thanks,1,1
27,197,81,M,1900,Summer,Mexico City,Football,Thanks,1,1
24,165,50,F,1948,Summer,London,Athletics,Thanks,1,1
33,189,81,M,1984,Summer,London,Football,Thanks,1,1
31,181,92,M,1988,Summer,Seoul,Football,Thanks,1,2
29,170,59,M,1984,Summer,Athina,Equestrianism,Thanks,1,1
27,167,53,M,2016,Summer,Rio de Janeiro,Alpine Skiing,Thanks,1,2
23,165,50,M,1992,Summer,Stockholm,Athletics,Thanks,1,1
24,156,56,F,1964,Summer,Lillehammer,Swimming,Thanks,1,1
24,184,70,F,2000,Summer,London,Athletics,Thanks,1,2
33,175,61,M,1980,Summer,Moskva,Athletics,Thanks,1,1
23,163,45,M,1912,Winter,London,Athletics,Thanks,1,1
30,179,87,F,2016,Summer,Nagano,Ice Hockey,Thanks,1,1
15,180,81,M,1968,Summer,Roma,Ski Jumping,Thanks,1,1
25,176,67,M,2010,Summer,Rio de Janeiro,Athletics,Thanks,1,2
31,178,72,M,1968,Summer,Roma,Table Tennis,Thanks,1,1
23,171,66,F,1908,Summer,Beijing,Athletics,Thanks,1,1
14,183,78,M,1992,Summer,Rio de Janeiro,Athletics,Thanks,1,2
32,181,93,M,2000,Summer,Barcelona,Ski Jumping,Thanks,1,2
29,174,75,M,1920,Summer,Antwerpen,Athletics,Thanks,1,2
18,164,53,F,1988,Summer,Vancouver,Volleyball,Thanks,1,1
22,166,58,M,1992,Summer,Vancouver,Beach Volleyball,Thanks,1,1
22,177,71,M,1992,Summer,Atlanta,Football,Thanks,1,1
19,172,66,M,1992,Winter,Athina,Swimming,Thanks,1,1
18,186,81,M,1900,Summer,Vancouver,Handball,Thanks,1,1
31,187,89,M,1968,Summer,Atlanta,Handball,Thanks,1,2
30,185,58,M,1992,Summer,London,Ski Jumping,Thanks,1,1
29,181,88,M,1988,Summer,Barcelona,Athletics,Thanks,1,2
30,177,73,M,1992,Summer,Amsterdam,Sailing,Thanks,1,1
25,168,64,M,1992,Summer,Beijing,Athletics,Thanks,1,2
20,173,61,M,1960,Summer,Roma,Wrestling,Thanks,1,1
15,182,71,M,1992,Summer,Atlanta,Athletics,Thanks,1,1
26,173,81,F,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,1
24,163,60,M,1992,Summer,Vancouver,Athletics,Thanks,1,2
22,167,71,F,2004,Summer,Stockholm,Snowboarding,Thanks,1,1
32,167,58,F,1994,Winter,Vancouver,Athletics,Thanks,1,1
23,186,83,M,1988,Summer,Athina,Athletics,Thanks,1,1
31,177,66,M,1988,Summer,Barcelona,Alpine Skiing,Thanks,1,2
23,182,76,F,1996,Summer,Sydney,Athletics,Thanks,1,2
24,179,74,F,1980,Summer,Roma,Athletics,Thanks,1,1
33,189,86,F,2016,Summer,Beijing,Synchronized Swimming,Silver,1,1
31,172,64,M,1964,Summer,Barcelona,Wrestling,Thanks,1,1
32,173,80,M,1912,Summer,Stockholm,Canoeing,Thanks,1,3
26,166,56,F,1988,Summer,Rio de Janeiro,Water Polo,Thanks,1,2
18,174,65,F,1988,Winter,London,Athletics,Thanks,1,6
23,165,56,M,1952,Summer,Athina,Equestrianism,Thanks,1,1
29,168,63,F,1980,Summer,Sarajevo,Athletics,Thanks,1,2
28,177,73,F,2016,Summer,Tokyo,Ski Jumping,Thanks,1,1
20,186,68,M,1988,Summer,Atlanta,Athletics,Thanks,1,1
28,167,62,M,1980,Summer,Sarajevo,Athletics,Thanks,1,2
24,169,63,M,1996,Summer,Atlanta,Canoeing,Thanks,1,1
36,167,68,M,1956,Summer,Antwerpen,Modern Pentathlon,Thanks,1,2
18,170,70,M,1900,Summer,Amsterdam,Ski Jumping,Thanks,1,1
29,165,78,M,1992,Summer,Chamonix,Judo,Thanks,1,1
26,170,69,M,2000,Summer,Vancouver,Figure Skating,Thanks,1,1
34,169,67,F,1972,Winter,Beijing,Speed Skating,Thanks,1,1
32,191,93,M,2008,Summer,Beijing,Water Polo,Gold,1,1
25,162,52,M,1900,Summer,Sydney,Figure Skating,Thanks,1,1
26,178,86,M,2016,Summer,Los Angeles,Biathlon,Thanks,1,1
29,185,86,M,1972,Summer,London,Sailing,Thanks,1,1
30,174,72,M,1932,Summer,Vancouver,Rowing,Thanks,1,1
24,187,73,F,2014,Summer,Rio de Janeiro,Athletics,Thanks,1,1
34,175,63,M,1996,Summer,Sydney,Athletics,Thanks,1,1
24,163,65,M,1994,Winter,Antwerpen,Lacrosse,Thanks,1,1
32,183,104,M,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,1
28,172,75,M,1988,Summer,Melbourne,Football,Thanks,1,1
25,186,87,M,1960,Summer,Antwerpen,Badminton,Thanks,1,1
23,202,113,M,2016,Summer,Los Angeles,Athletics,Thanks,1,1
23,188,72,M,1972,Winter,Moskva,Athletics,Gold,1,1
24,175,70,M,1984,Summer,Tokyo,Athletics,Thanks,1,1
27,157,46,F,1996,Summer,Sydney,Ice Hockey,Thanks,1,1
22,176,78,M,1968,Winter,Chamonix,Swimming,Thanks,1,1
27,176,70,M,1996,Summer,Atlanta,Football,Thanks,1,1
31,180,81,M,1960,Summer,Chamonix,Ice Hockey,Thanks,1,1
21,172,64,F,2008,Summer,Chamonix,Nordic Combined,Thanks,1,2
25,185,78,M,1952,Summer,London,Equestrianism,Thanks,1,1
26,181,61,M,1972,Summer,Moskva,Fencing,Thanks,1,1
15,166,59,F,1932,Summer,Moskva,Athletics,Thanks,1,1
28,168,53,M,2008,Summer,Mexico City,Swimming,Thanks,1,1
21,198,102,M,2016,Summer,Rio de Janeiro,Athletics,Gold,1,1
19,163,74,M,1992,Summer,Barcelona,Swimming,Thanks,1,2
22,170,66,F,1952,Summer,Tokyo,Wrestling,Thanks,1,1
26,175,69,F,1908,Winter,Vancouver,Rhythmic Gymnastics,Thanks,1,1
28,187,81,M,1996,Summer,Atlanta,Baseball,Thanks,1,1
21,190,100,M,1968,Summer,Atlanta,Baseball,Thanks,1,1
25,195,100,M,2016,Summer,Atlanta,Athletics,Thanks,1,1
20,170,66,M,1976,Summer,Moskva,Athletics,Thanks,1,1
27,158,61,M,1984,Summer,Moskva,Figure Skating,Thanks,1,1
16,168,67,M,1976,Summer,Seoul,Figure Skating,Thanks,1,1
20,187,72,M,1952,Summer,Sydney,Athletics,Thanks,1,1
31,187,72,M,2008,Summer,Sapporo,Baseball,Thanks,1,1
19,160,63,M,1994,Summer,Atlanta,Football,Thanks,1,1
26,181,72,M,1956,Summer,Roma,Speed Skating,Thanks,1,1
35,192,78,M,1968,Summer,Sydney,Athletics,Thanks,1,1
22,194,84,M,1972,Summer,Sydney,Figure Skating,Thanks,1,1
29,171,76,M,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,2
23,196,103,M,2016,Summer,London,Biathlon,Thanks,1,1
25,170,76,F,2016,Summer,Atlanta,Swimming,Thanks,1,1
21,179,65,M,1994,Summer,Munich,Swimming,Thanks,1,1
24,163,71,M,1984,Summer,Chamonix,Boxing,Thanks,1,1
24,189,86,M,1952,Summer,Antwerpen,Baseball,Thanks,1,1
29,177,73,M,1984,Summer,Tokyo,Equestrianism,Thanks,1,1
25,175,69,M,1960,Summer,Sydney,Swimming,Thanks,1,1
25,172,66,M,2008,Summer,Rio de Janeiro,Athletics,Thanks,1,2
30,166,77,M,1912,Summer,Berlin,Polo,Thanks,1,4
25,167,61,M,2006,Summer,Chamonix,Swimming,Thanks,1,1
18,185,91,M,2016,Summer,London,Athletics,Gold,1,1
30,177,71,M,1994,Summer,Sydney,Athletics,Thanks,1,1
24,192,86,M,1948,Summer,Sydney,Baseball,Thanks,1,1
29,167,71,M,1994,Summer,Antwerpen,Speed Skating,Thanks,1,2
22,168,58,M,2000,Summer,Sydney,Swimming,Thanks,1,2
26,166,61,F,1994,Summer,Moskva,Handball,Thanks,1,1
28,172,58,F,1936,Summer,Chamonix,Lacrosse,Thanks,1,1
18,171,65,F,1928,Summer,Rio de Janeiro,Athletics,Thanks,1,1
21,166,63,M,1906,Summer,Moskva,Swimming,Thanks,1,1
26,180,68,M,1972,Summer,Sydney,Athletics,Thanks,1,1
19,187,63,F,1984,Summer,Moskva,Athletics,Thanks,1,1
14,182,73,M,1988,Summer,Montreal,Swimming,Thanks,1,1
31,170,69,M,2008,Summer,Beijing,Wrestling,Thanks,1,1
28,167,77,M,2000,Summer,Sydney,Badminton,Thanks,1,2
33,160,61,M,1912,Winter,Sochi,Swimming,Thanks,1,4
27,162,56,M,1998,Winter,Nagano,Canoeing,Thanks,1,2
24,169,61,M,1992,Summer,Garmisch-Partenkirchen,Badminton,Thanks,1,2
36,179,84,M,2008,Winter,Beijing,Badminton,Thanks,1,1
28,166,65,M,1948,Summer,Sydney,Wrestling,Thanks,1,2
24,182,71,M,2008,Summer,Montreal,Boxing,Thanks,1,2
26,184,97,M,1980,Summer,Beijing,Water Polo,Thanks,1,1
19,182,84,M,2012,Summer,London,Ice Hockey,Thanks,1,1
32,179,96,M,2016,Summer,Beijing,Rowing,Thanks,1,1
40,156,61,M,1920,Summer,Mexico City,Shooting,Thanks,1,1
25,176,67,M,2016,Summer,Chamonix,Ice Hockey,Thanks,1,1
27,184,76,M,2008,Summer,Beijing,Beach Volleyball,Thanks,1,1
31,179,76,M,1912,Summer,Roma,Cycling,Thanks,1,4
16,175,80,F,1996,Summer,Sarajevo,Water Polo,Thanks,1,1
19,188,87,M,2012,Summer,Rio de Janeiro,Athletics,Thanks,1,2
34,180,73,M,1928,Summer,Nagano,Cross Country Skiing,Gold,1,1
31,175,83,M,2016,Summer,London,Rowing,Thanks,1,1
24,178,75,M,2016,Summer,Beijing,Bobsleigh,Thanks,1,2
28,181,75,M,1948,Summer,Cortina d'Ampezzo,Gymnastics,Thanks,1,2
20,190,88,M,1948,Summer,London,Sailing,Thanks,1,1
25,171,74,F,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,2
34,192,91,F,2016,Summer,Rio de Janeiro,Luge,Thanks,1,1
22,182,78,M,1928,Winter,Moskva,Athletics,Thanks,1,1
20,181,73,M,2012,Summer,Innsbruck,Athletics,Thanks,1,2
23,162,54,F,2016,Summer,Seoul,Athletics,Thanks,1,2
33,167,72,M,1904,Summer,Mexico City,Archery,Thanks,1,1
36,175,79,F,2008,Summer,London,Shooting,Thanks,1,1
24,167,59,F,1976,Summer,Nagano,Freestyle Skiing,Thanks,1,1
27,172,79,M,2012,Summer,London,Cycling,Thanks,1,4
35,165,61,F,1988,Summer,Sydney,Rowing,Thanks,1,2
31,171,75,M,1980,Summer,Sydney,Polo,Thanks,1,9
25,183,75,M,2008,Summer,Albertville,Hockey,Thanks,1,1
32,183,58,M,2012,Winter,London,Ice Hockey,Thanks,1,4
29,183,73,M,2004,Summer,Beijing,Sailing,Thanks,1,1
18,180,74,M,1992,Summer,Athina,Sailing,Thanks,1,1
24,179,88,F,2016,Summer,Barcelona,Water Polo,Thanks,1,1
26,184,84,M,2000,Summer,Sydney,Figure Skating,Thanks,1,2
28,175,67,M,1984,Summer,Mexico City,Golf,Thanks,1,2
32,189,89,M,2016,Summer,Cortina d'Ampezzo,Athletics,Thanks,1,2
13,193,89,F,2016,Summer,Sarajevo,Golf,Thanks,1,1
29,189,101,M,1996,Summer,Rio de Janeiro,Cycling,Thanks,1,2
34,161,75,F,1992,Summer,Barcelona,Swimming,Thanks,1,2
25,182,85,M,2012,Summer,Atlanta,Diving,Thanks,1,1
27,161,34,F,2014,Winter,Innsbruck,Sailing,Thanks,1,1
23,178,79,M,2016,Summer,Rio de Janeiro,Badminton,Thanks,1,1
34,182,75,M,1920,Winter,Innsbruck,Polo,Thanks,1,1
35,172,72,F,1920,Summer,Antwerpen,Badminton,Thanks,1,1
34,181,73,M,1896,Summer,Beijing,Athletics,Thanks,1,4
28,164,59,M,1980,Summer,Mexico City,Archery,Thanks,1,2
24,153,56,F,2016,Summer,Roma,Judo,Thanks,1,2
29,200,100,M,1912,Summer,London,Rowing,Thanks,1,1
25,175,68,M,2016,Summer,Beijing,Biathlon,Thanks,1,1
16,192,92,F,2016,Summer,Beijing,Shooting,Thanks,1,1
22,175,64,F,1988,Summer,Seoul,Weightlifting,Thanks,1,1
20,181,76,M,1980,Summer,Sarajevo,Football,Thanks,1,1
28,193,83,F,2016,Summer,Calgary,Basketball,Thanks,1,1
21,167,73,M,1988,Summer,Calgary,Swimming,Thanks,1,2
24,205,92,M,1952,Summer,Garmisch-Partenkirchen,Badminton,Thanks,1,1
24,189,101,M,2008,Summer,Beijing,Wrestling,Thanks,1,2
24,180,93,M,1992,Summer,Barcelona,Wrestling,Thanks,1,1
23,175,77,M,2016,Summer,Beijing,Gymnastics,Thanks,1,1
29,152,55,F,1912,Summer,Nagano,Beach Volleyball,Thanks,1,1
24,175,79,M,1952,Winter,Calgary,Badminton,Thanks,1,1
35,188,84,M,1964,Summer,Beijing,Sailing,Thanks,1,1
25,195,90,M,2016,Summer,Beijing,Hockey,Thanks,1,1
28,173,69,M,1976,Summer,Innsbruck,Weightlifting,Thanks,1,2
29,154,47,M,1988,Summer,Nagano,Judo,Thanks,1,2
27,165,66,M,1980,Summer,Moskva,Archery,Thanks,1,2
19,191,102,M,1988,Summer,Sarajevo,Badminton,Thanks,1,1
33,170,76,M,1948,Summer,London,Triathlon,Silver,1,1
25,177,62,F,1988,Summer,London,Athletics,Thanks,1,3
35,175,78,F,2008,Summer,London,Swimming,Thanks,1,1
35,178,70,M,1960,Summer,Nagano,Hockey,Thanks,1,1
19,204,83,M,1968,Summer,Helsinki,Sailing,Gold,1,1
28,189,76,F,2008,Summer,Tokyo,Fencing,Silver,1,1
30,187,76,M,2008,Summer,Tokyo,Fencing,Thanks,1,2
29,182,78,M,1996,Summer,Atlanta,Handball,Thanks,1,2
27,172,45,F,2012,Summer,Seoul,Athletics,Thanks,1,1
20,184,78,M,2008,Summer,Moskva,Athletics,Thanks,1,2
31,165,58,M,1992,Summer,Moskva,Athletics,Thanks,1,2
36,179,65,M,2016,Summer,Lake Placid,Alpine Skiing,Thanks,1,2
34,164,49,M,2012,Summer,Oslo,Cycling,Thanks,1,2
31,176,63,M,2006,Summer,London,Fencing,Thanks,1,3
37,180,78,M,1996,Summer,Roma,Rowing,Thanks,1,1
36,175,78,M,1900,Summer,Sydney,Softball,Thanks,1,1
32,183,78,M,1988,Winter,Atlanta,Handball,Thanks,1,1
24,175,65,M,2008,Summer,Roma,Alpine Skiing,Thanks,1,2
29,167,58,M,1964,Summer,London,Alpine Skiing,Thanks,1,3
14,195,77,F,2016,Summer,Tokyo,Athletics,Thanks,1,1
31,159,64,M,1908,Summer,London,Shooting,Thanks,1,2
28,183,74,M,1908,Summer,Sydney,Figure Skating,Thanks,1,1
32,188,79,M,1956,Summer,Sydney,Athletics,Thanks,1,1
26,179,71,M,2016,Summer,London,Shooting,Thanks,1,2
27,170,70,M,2008,Summer,Tokyo,Swimming,Thanks,1,1
25,160,67,F,1928,Summer,Roma,Football,Thanks,1,1
33,185,90,M,1936,Summer,London,Rowing,Thanks,1,1
26,185,76,M,2006,Summer,London,Athletics,Thanks,1,1
29,176,89,M,1992,Summer,Oslo,Swimming,Thanks,1,2
33,176,59,F,1964,Winter,Sydney,Alpine Skiing,Thanks,1,1
27,197,90,F,1996,Summer,Beijing,Athletics,Thanks,1,6
30,177,77,M,2016,Summer,Sydney,Figure Skating,Thanks,1,2
16,165,66,M,1980,Winter,Montreal,Athletics,Thanks,1,3
23,168,56,F,1988,Summer,Montreal,Athletics,Thanks,1,1
31,175,76,F,1964,Summer,London,Shooting,Thanks,1,1
20,172,49,F,1928,Summer,Roma,Athletics,Thanks,1,1
24,192,87,M,1996,Summer,London,Athletics,Thanks,1,1
24,172,59,M,2004,Winter,Cortina d'Ampezzo,Biathlon,Thanks,1,1
35,180,78,M,1960,Summer,Rio de Janeiro,Equestrianism,Thanks,1,2
33,184,91,M,1896,Summer,Vancouver,Handball,Gold,1,1
22,173,67,M,1994,Winter,Lake Placid,Athletics,Thanks,1,1
29,165,66,M,2014,Summer,London,Athletics,Gold,1,1
34,168,77,M,1960,Summer,Sydney,Lacrosse,Thanks,1,1
22,174,75,M,1988,Summer,Montreal,Rowing,Thanks,1,1
32,172,85,M,1996,Summer,St. Louis,Triathlon,Bronze,1,1
30,168,62,M,1912,Winter,Sydney,Athletics,Thanks,1,4
22,176,50,F,2008,Summer,Montreal,Weightlifting,Thanks,1,1
35,167,67,M,2008,Summer,Rio de Janeiro,Alpine Skiing,Thanks,1,2
35,177,73,M,2016,Summer,London,Sailing,Thanks,1,1
18,169,52,F,1988,Winter,Seoul,Athletics,Thanks,1,1
16,186,90,F,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,2
29,175,78,M,1968,Summer,Mexico City,Football,Thanks,1,1
35,179,90,M,1936,Summer,Seoul,Athletics,Thanks,1,1
23,187,65,M,1998,Summer,Montreal,Handball,Thanks,1,1
31,175,75,M,1960,Summer,Sydney,Swimming,Thanks,1,3
33,176,69,M,2016,Summer,Sydney,Handball,Thanks,1,2
27,198,102,M,1996,Summer,Beijing,Football,Thanks,1,1
17,169,63,F,2008,Summer,Montreal,Nordic Combined,Thanks,1,2
25,170,67,M,1988,Summer,Seoul,Athletics,Thanks,1,2
19,157,66,M,1936,Summer,Melbourne,Golf,Thanks,1,1
14,177,66,F,1968,Summer,Seoul,Athletics,Thanks,1,1
20,180,68,M,1976,Summer,Cortina d'Ampezzo,Weightlifting,Thanks,1,1
27,187,87,M,2008,Summer,Beijing,Biathlon,Thanks,1,1
30,175,64,F,1992,Summer,Beijing,Fencing,Thanks,1,1
21,187,81,M,2012,Summer,Helsinki,Athletics,Thanks,1,3
19,182,72,F,2012,Summer,London,Athletics,Thanks,1,1
27,183,73,M,2002,Summer,Seoul,Nordic Combined,Thanks,1,6
25,184,76,F,2008,Summer,Antwerpen,Luge,Thanks,1,1
25,156,54,M,1996,Summer,Seoul,Football,Thanks,1,2
21,186,75,F,2008,Summer,Albertville,Athletics,Thanks,1,1
31,173,73,M,1980,Summer,Stockholm,Equestrianism,Thanks,1,2
25,184,66,F,2008,Summer,Albertville,Athletics,Thanks,1,1
39,181,75,M,1996,Summer,Beijing,Shooting,Thanks,1,2
26,188,91,M,2006,Summer,Helsinki,Athletics,Thanks,1,1
46,184,69,M,1908,Summer,Lake Placid,Basketball,Thanks,1,1
15,160,73,M,1992,Summer,Montreal,Shooting,Thanks,1,2
42,187,98,M,1908,Summer,Beijing,Snowboarding,Silver,1,1
23,172,81,M,1998,Summer,Barcelona,Speed Skating,Thanks,1,1
23,171,49,F,2000,Summer,Seoul,Handball,Thanks,1,1
22,164,62,F,1988,Summer,Barcelona,Nordic Combined,Thanks,1,2
23,178,77,M,2008,Summer,Beijing,Athletics,Thanks,1,2
13,167,73,F,1996,Summer,Rio de Janeiro,Football,Thanks,1,1
22,186,77,F,1984,Summer,Rio de Janeiro,Athletics,Thanks,1,1
20,191,82,F,1924,Summer,Rio de Janeiro,Athletics,Thanks,1,1
21,177,78,M,2004,Summer,Sapporo,Athletics,Thanks,1,1
16,185,80,M,2008,Summer,Sapporo,Athletics,Thanks,1,2
29,154,46,F,1988,Summer,Roma,Wrestling,Thanks,1,9
40,155,42,M,2012,Winter,London,Athletics,Thanks,1,1
33,184,90,M,1996,Summer,Sapporo,Rowing,Thanks,1,1
29,187,94,M,1996,Summer,Sapporo,Luge,Thanks,1,1
16,179,74,F,1968,Summer,Atlanta,Athletics,Thanks,1,2
26,199,79,M,1920,Summer,Mexico City,Basketball,Thanks,1,1
23,170,62,F,2012,Summer,Atlanta,Athletics,Thanks,1,1
23,162,60,F,1988,Winter,Rio de Janeiro,Athletics,Thanks,1,2
30,183,74,F,2008,Summer,Mexico City,Baseball,Thanks,1,1
22,155,45,F,1992,Summer,Barcelona,Equestrianism,Thanks,1,1
32,168,59,M,1964,Summer,Athina,Ski Jumping,Thanks,1,1
27,171,65,M,1972,Summer,Oslo,Baseball,Thanks,1,1
27,200,81,M,2010,Summer,Albertville,Football,Thanks,1,1
27,175,73,M,1992,Summer,Berlin,Football,Thanks,1,1
26,173,72,M,2016,Winter,Atlanta,Athletics,Thanks,1,6
22,177,75,F,1984,Summer,Los Angeles,Fencing,Thanks,1,1
25,175,74,M,1956,Summer,Rio de Janeiro,Athletics,Thanks,1,2
21,187,78,F,2012,Summer,Stockholm,Athletics,Thanks,1,1
25,181,78,M,1988,Summer,Athina,Luge,Thanks,1,1
22,185,81,F,1948,Summer,Athina,Athletics,Thanks,1,1
25,178,69,M,1976,Summer,Montreal,Nordic Combined,Thanks,1,2
12,168,60,M,1976,Summer,Munich,Wrestling,Thanks,1,3
40,193,85,F,2012,Summer,Beijing,Rowing,Thanks,1,6
29,176,64,M,1968,Summer,Atlanta,Swimming,Thanks,1,2
31,159,42,M,1906,Summer,Roma,Athletics,Thanks,1,3
25,173,69,M,2012,Summer,London,Athletics,Thanks,1,1
18,169,59,M,2012,Summer,Los Angeles,Diving,Thanks,1,2
23,172,64,F,1968,Summer,Rio de Janeiro,Athletics,Thanks,1,2
34,174,68,M,2016,Winter,Beijing,Athletics,Thanks,1,4
33,158,57,M,1988,Summer,Roma,Ski Jumping,Thanks,1,1
24,163,56,F,1908,Summer,London,Athletics,Thanks,1,2
37,178,81,M,2012,Summer,Rio de Janeiro,Swimming,Thanks,1,6
19,181,74,F,2008,Summer,Mexico City,Speed Skating,Thanks,1,1
25,176,61,F,2012,Summer,Atlanta,Athletics,Thanks,1,2
30,168,58,M,1968,Summer,London,Fencing,Thanks,1,3
25,153,55,F,1996,Summer,Barcelona,Wrestling,Thanks,1,1
30,180,78,M,1936,Summer,Rio de Janeiro,Athletics,Thanks,1,2
28,190,79,M,2008,Summer,Athina,Football,Thanks,1,1
25,170,69,M,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,1
22,174,75,M,1984,Summer,Los Angeles,Football,Thanks,1,1
22,150,50,F,1908,Summer,Moskva,Hockey,Thanks,1,2
24,178,78,F,2012,Summer,Los Angeles,Athletics,Thanks,1,1
27,180,75,M,1992,Summer,Albertville,Ice Hockey,Thanks,1,1
17,180,72,M,1996,Summer,Athina,Luge,Thanks,1,1
20,165,70,F,2014,Summer,Rio de Janeiro,Football,Thanks,1,1
22,184,73,M,2006,Summer,Roma,Football,Thanks,1,1
25,186,71,M,2000,Summer,Mexico City,Football,Thanks,1,1
10,180,81,M,2000,Summer,Sapporo,Fencing,Thanks,1,1
23,159,61,M,1988,Summer,Rio de Janeiro,Football,Thanks,1,2
26,175,62,F,2004,Summer,Antwerpen,Diving,Thanks,1,1
32,170,71,F,2010,Summer,Beijing,Swimming,Thanks,1,1
18,182,69,F,2008,Summer,Mexico City,Football,Thanks,1,1
39,191,105,M,1968,Summer,Beijing,Short Track Speed Skating,Thanks,1,1
26,168,65,F,1994,Winter,Amsterdam,Ski Jumping,Thanks,1,2
34,161,52,M,1988,Summer,Rio de Janeiro,Basketball,Thanks,1,2
27,170,65,F,1992,Summer,Barcelona,Volleyball,Thanks,1,1
20,169,67,F,1924,Summer,Rio de Janeiro,Athletics,Thanks,1,1
